source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Bcells,Microglia,HLA-DQA2,CD4,0.0031736956663732147,0,HLA-DQA2_CD4,HLA-DQA2 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,HLA-DQA2,CD4,0.0012445305302224037,0,HLA-DQA2_CD4,HLA-DQA2 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,HLA-DQA2,CD4,6.629346041767776e-4,0,HLA-DQA2_CD4,HLA-DQA2 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,HLA-DQA2,CD4,9.06395282500602e-4,0,HLA-DQA2_CD4,HLA-DQA2 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,HLA-DOA,CD4,0.0013019983384580886,0,HLA-DOA_CD4,HLA-DOA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,HLA-DOA,CD4,3.7134759301939944e-4,0,HLA-DOA_CD4,HLA-DOA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Microglia,HLA-DOB,CD4,0.003212835413831082,0,HLA-DOB_CD4,HLA-DOB - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,HLA-DOB,CD4,9.175991831367327e-4,0,HLA-DOB_CD4,HLA-DOB - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,HLA-DQB1,CD4,0.017190296986215367,0,HLA-DQB1_CD4,HLA-DQB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,HLA-DQB1,CD4,0.008803644312562517,0,HLA-DQB1_CD4,HLA-DQB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Microglia,HLA-DQB1,CD4,0.0320033684030232,0,HLA-DQB1_CD4,HLA-DQB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,HLA-DQB1,CD4,0.004959300874722832,0,HLA-DQB1_CD4,HLA-DQB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,HLA-DQB1,CD4,0.002524472874731218,0,HLA-DQB1_CD4,HLA-DQB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,HLA-DQB1,CD4,0.009332871067361257,0,HLA-DQB1_CD4,HLA-DQB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,HLA-DRA,CD4,0.051695071819946654,0,HLA-DRA_CD4,HLA-DRA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,HLA-DRA,CD4,0.037822264378106533,0,HLA-DRA_CD4,HLA-DRA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Microglia,HLA-DRA,CD4,0.058929477210018864,0,HLA-DRA_CD4,HLA-DRA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,HLA-DRA,CD4,0.015295813794431826,0,HLA-DRA_CD4,HLA-DRA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,HLA-DRA,CD4,0.011076954926084315,0,HLA-DRA_CD4,HLA-DRA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,HLA-DRA,CD4,0.017530534114738455,0,HLA-DRA_CD4,HLA-DRA - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,HLA-DRB1,CD4,0.04389430622094452,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,HLA-DRB1,CD4,0.026720065011911157,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Microglia,HLA-DRB1,CD4,0.00493982563214392,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Microglia,HLA-DRB1,CD4,0.0024631824204507436,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Microglia,HLA-DRB1,CD4,0.05106155581082675,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,HLA-DRB1,CD4,0.012912889474867902,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,HLA-DRB1,CD4,0.007762135232686503,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
NKTcells,Monocytes,HLA-DRB1,CD4,0.0014125831847650663,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Monocytes,HLA-DRB1,CD4,7.031173966701232e-4,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,HLA-DRB1,CD4,0.01510126229673728,0,HLA-DRB1_CD4,HLA-DRB1 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,HLA-DRB5,CD4,0.002140292737774753,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,HLA-DRB5,CD4,0.002574867168896513,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Microglia,HLA-DRB5,CD4,0.0034112605380859817,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,HLA-DRB5,CD4,6.108070041677244e-4,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,HLA-DRB5,CD4,7.350567031481984e-4,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Bcells,Monocytes,HLA-DRB5,CD4,9.744087971592271e-4,0,HLA-DRB5_CD4,HLA-DRB5 - CD4,MHC-II,Cell-Cell Contact,KEGG: hsa04514
Microglia,Microglia,MPZL1,MPZL1,9.388708062692668e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Microglia,MPZL1,MPZL1,7.115523648817112e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,MPZL1,MPZL1,6.144852393149324e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Microglia,MPZL1,MPZL1,0.0037854631285787256,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Microglia,MPZL1,MPZL1,0.0026602782228900344,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Microglia,Astrocytes,MPZL1,MPZL1,7.115523648817112e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,MPZL1,MPZL1,5.392423257493896e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Astrocytes,MPZL1,MPZL1,4.656700922715025e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,MPZL1,MPZL1,0.002870911191119555,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Astrocytes,MPZL1,MPZL1,0.0020170158274634828,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Microglia,Monocytes,MPZL1,MPZL1,6.144852393149324e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Monocytes,MPZL1,MPZL1,4.656700922715025e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Monocytes,MPZL1,MPZL1,4.021317441506905e-4,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Monocytes,MPZL1,MPZL1,0.0024800040351722298,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Monocytes,MPZL1,MPZL1,0.0017421730792935998,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Microglia,NeuralProgenitors,MPZL1,MPZL1,0.0037854631285787256,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,MPZL1,MPZL1,0.002870911191119555,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Monocytes,NeuralProgenitors,MPZL1,MPZL1,0.0024800040351722298,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,MPZL1,MPZL1,0.015132007289822754,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NeuralProgenitors,MPZL1,MPZL1,0.010670317806972899,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Microglia,Endothelial,MPZL1,MPZL1,0.0026602782228900344,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Endothelial,MPZL1,MPZL1,0.0020170158274634828,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Endothelial,MPZL1,MPZL1,0.0017421730792935998,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Endothelial,MPZL1,MPZL1,0.010670317806972899,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Endothelial,MPZL1,MPZL1,0.007514125551360585,0,MPZL1_MPZL1,MPZL1 - MPZL1,MPZ,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,NCAM1,FGFR1,0.010537884213308193,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Astrocytes,Oligodendrocytes,NCAM1,FGFR1,0.0066741952505863225,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
NeuralProgenitors,Oligodendrocytes,NCAM1,FGFR1,0.00895892867498251,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Oligodendrocytes,Astrocytes,NCAM1,FGFR1,0.028419757484173445,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Astrocytes,Astrocytes,NCAM1,FGFR1,0.018119789092216843,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
NeuralProgenitors,Astrocytes,NCAM1,FGFR1,0.02422705577965636,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Oligodendrocytes,Monocytes,NCAM1,FGFR1,0.008245834897261039,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Astrocytes,Monocytes,NCAM1,FGFR1,0.005218088250464916,0.04,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
NeuralProgenitors,Monocytes,NCAM1,FGFR1,0.007007878743765735,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Oligodendrocytes,NeuralProgenitors,NCAM1,FGFR1,0.0800473312636879,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Astrocytes,NeuralProgenitors,NCAM1,FGFR1,0.05203852746304284,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
NeuralProgenitors,NeuralProgenitors,NCAM1,FGFR1,0.06877729695392723,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Oligodendrocytes,Endothelial,NCAM1,FGFR1,0.038462768914493496,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Astrocytes,Endothelial,NCAM1,FGFR1,0.024615199642013315,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
NeuralProgenitors,Endothelial,NCAM1,FGFR1,0.032838522226987896,0,NCAM1_FGFR1,NCAM1 - FGFR1,NCAM,Cell-Cell Contact,PMID: 12791257
Oligodendrocytes,Oligodendrocytes,NCAM1,NCAM1,0.12271587959745439,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Oligodendrocytes,NCAM1,NCAM1,0.0810932791838776,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Oligodendrocytes,NCAM1,NCAM1,0.10613150026073528,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Astrocytes,NCAM1,NCAM1,0.0810932791838776,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,NCAM1,NCAM1,0.05273947612832771,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,NCAM1,NCAM1,0.06968713879258628,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,NeuralProgenitors,NCAM1,NCAM1,0.10613150026073528,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,NCAM1,NCAM1,0.06968713879258628,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,NCAM1,NCAM1,0.09155450528028201,0,NCAM1_NCAM1,NCAM1 - NCAM1,NCAM,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,NCAM1,NCAM2,0.13535716639498444,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Oligodendrocytes,NCAM1,NCAM2,0.08988622352907231,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Oligodendrocytes,NCAM1,NCAM2,0.11729279935467604,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Astrocytes,NCAM1,NCAM2,0.07879683240125404,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,NCAM1,NCAM2,0.06768990400719958,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,NeuralProgenitors,NCAM1,NCAM2,0.11940885633117022,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,NCAM1,NCAM2,0.07880716675194918,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,NCAM1,NCAM2,0.10321881899948916,0,NCAM1_NCAM2,NCAM1 - NCAM2,NCAM,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Astrocytes,NECTIN1,CADM3,0.002107308602378523,0,NECTIN1_CADM3,NECTIN1 - CADM3,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Astrocytes,NECTIN1,CADM3,2.9725143894435347e-4,0,NECTIN1_CADM3,NECTIN1 - CADM3,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,NeuralProgenitors,NECTIN1,CADM3,0.0014028019200116714,0,NECTIN1_CADM3,NECTIN1 - CADM3,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,NeuralProgenitors,NECTIN1,CADM3,1.977556485019353e-4,0,NECTIN1_CADM3,NECTIN1 - CADM3,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,Oligodendrocytes,NECTIN3,NECTIN1,0.0012050144685673673,0,NECTIN3_NECTIN1,NECTIN3 - NECTIN1,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Oligodendrocytes,NECTIN3,NECTIN1,0.007002972439679831,0,NECTIN3_NECTIN1,NECTIN3 - NECTIN1,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,NeuralProgenitors,NECTIN3,NECTIN1,1.6984427824053366e-4,0,NECTIN3_NECTIN1,NECTIN3 - NECTIN1,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,NeuralProgenitors,NECTIN3,NECTIN1,9.920012411525079e-4,0,NECTIN3_NECTIN1,NECTIN3 - NECTIN1,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,Microglia,NECTIN3,NECTIN2,3.9836437231646575e-4,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Microglia,NECTIN3,NECTIN2,0.0023241361111192784,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,Astrocytes,NECTIN3,NECTIN2,3.6553166113557846e-4,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Astrocytes,NECTIN3,NECTIN2,0.002132922287384437,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,Monocytes,NECTIN3,NECTIN2,9.714902866012184e-4,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Monocytes,NECTIN3,NECTIN2,0.005652199192529971,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,NeuralProgenitors,NECTIN3,NECTIN2,3.902482927227233e-4,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,NeuralProgenitors,NECTIN3,NECTIN2,0.0022768746743931424,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,Endothelial,NECTIN3,NECTIN2,0.001865201167028053,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Endothelial,NECTIN3,NECTIN2,0.010805299841622122,0,NECTIN3_NECTIN2,NECTIN3 - NECTIN2,NECTIN,Cell-Cell Contact,PMID: 23027581
Oligodendrocytes,Endothelial,NECTIN3,PVR,4.6914655153519803e-4,0,NECTIN3_PVR,NECTIN3 - PVR,NECTIN,Cell-Cell Contact,PMID: 23027581
NeuralProgenitors,Endothelial,NECTIN3,PVR,0.0027361566509235577,0,NECTIN3_PVR,NECTIN3 - PVR,NECTIN,Cell-Cell Contact,PMID: 23027581
Microglia,Microglia,NECTIN2,CD226,4.5633938566229544e-4,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Microglia,NECTIN2,CD226,4.187304453812245e-4,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Monocytes,Microglia,NECTIN2,CD226,0.0011127809670776552,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Microglia,NECTIN2,CD226,4.470426799264934e-4,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Endothelial,Microglia,NECTIN2,CD226,0.0021361925911846484,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Microglia,NKTcells,NECTIN2,CD226,0.0012581737842338508,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NKTcells,NECTIN2,CD226,0.0011545584679247367,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Monocytes,NKTcells,NECTIN2,CD226,0.003064513207835773,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NKTcells,NECTIN2,CD226,0.0012325619707979237,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Endothelial,NKTcells,NECTIN2,CD226,0.0058723575797320765,0,NECTIN2_CD226,NECTIN2 - CD226,NECTIN,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,NEGR1,NEGR1,0.0011590710737522916,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Oligodendrocytes,NEGR1,NEGR1,5.007444201712304e-4,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Oligodendrocytes,NEGR1,NEGR1,0.005221043214671217,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Astrocytes,NEGR1,NEGR1,5.007444201712304e-4,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,NEGR1,NEGR1,0.0022608285409877645,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,NeuralProgenitors,NEGR1,NEGR1,0.005221043214671217,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,NEGR1,NEGR1,0.0022608285409877645,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,NEGR1,NEGR1,0.02318775764460104,0,NEGR1_NEGR1,NEGR1 - NEGR1,NEGR,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,NeuralProgenitors,LRRC4C,NTNG1,0.020840494984549048,0,LRRC4C_NTNG1,LRRC4C - NTNG1,NGL,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,NeuralProgenitors,LRRC4C,NTNG1,0.032166517298056294,0,LRRC4C_NTNG1,LRRC4C - NTNG1,NGL,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,LRRC4C,NTNG1,0.10271335001878312,0,LRRC4C_NTNG1,LRRC4C - NTNG1,NGL,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,LRRC4,NTNG2,2.709238269493635e-4,0,LRRC4_NTNG2,LRRC4 - NTNG2,NGL,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,LRRC4B,PTPRF,0.0035885337592175288,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Oligodendrocytes,LRRC4B,PTPRF,0.0016740098590866876,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Oligodendrocytes,LRRC4B,PTPRF,0.004829803641017076,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Astrocytes,LRRC4B,PTPRF,0.0014168743621282996,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
Astrocytes,Astrocytes,LRRC4B,PTPRF,6.601879946550652e-4,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,Astrocytes,LRRC4B,PTPRF,0.00190840835690827,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,NeuralProgenitors,LRRC4B,PTPRF,7.95184790358805e-4,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
NeuralProgenitors,NeuralProgenitors,LRRC4B,PTPRF,0.0010712771483546578,0,LRRC4B_PTPRF,LRRC4B - PTPRF,NGL,Cell-Cell Contact,KEGG: hsa04514
Oligodendrocytes,Oligodendrocytes,DLL1,NOTCH1,5.586936275943033e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
Astrocytes,Oligodendrocytes,DLL1,NOTCH1,4.178882874626877e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
NeuralProgenitors,Oligodendrocytes,DLL1,NOTCH1,3.850759620951439e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
Oligodendrocytes,Microglia,DLL1,NOTCH1,3.818001886550556e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
Astrocytes,Microglia,DLL1,NOTCH1,2.855638626260416e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
Oligodendrocytes,Astrocytes,DLL1,NOTCH1,5.470175693782707e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
Astrocytes,Astrocytes,DLL1,NOTCH1,4.091536952337841e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
NeuralProgenitors,Astrocytes,DLL1,NOTCH1,3.7702694586538925e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
Oligodendrocytes,Monocytes,DLL1,NOTCH1,3.106126486144579e-4,0,DLL1_NOTCH1,DLL1 - NOTCH1,NOTCH,Cell-Cell Contact,PMID: 22353464
